population,border_color,name,set_or_source,collector_number,scryfall_id,card_pk,matched_printing,census,image_url,image_w,image_h,aspect_ratio,bleed_class,prod_layout_class,placement,avg_r,avg_g,avg_b,brightness,saturation,mean_std_r,uniform,classifier_verdict,left_r,left_g,left_b,left_brightness,left_saturation,left_std_r,left_n_px,right_r,right_g,right_b,right_brightness,right_saturation,right_std_r,right_n_px,top_r,top_g,top_b,top_brightness,top_saturation,top_std_r,top_n_px,bottom_r,bottom_g,bottom_b,bottom_brightness,bottom_saturation,bottom_std_r,bottom_n_px
scryfall,white,Coral Eel,9ed,S3,00223901-d462-41b0-9749-b093058f682f,,,sample,https://cards.scryfall.io/normal/front/0/0/00223901-d462-41b0-9749-b093058f682f.jpg?1782717979,488,680,0.71765,trimmed,,cardspace,218.06,217.97,217.09,217.71,0.98,55.2,False,borderless,218.05,217.24,215.45,216.91,2.6,64.78,4760,200.09,202.12,203.93,202.05,3.85,79.35,4760,238.44,237.72,235.79,237.32,2.64,6.42,3410,215.68,214.81,213.17,214.55,2.51,70.23,3410
scryfall,white,Unholy Strength,7ed,168,0030407c-9aa0-49ad-b2d6-cde0adbd9d09,,,sample,https://cards.scryfall.io/normal/front/0/0/0030407c-9aa0-49ad-b2d6-cde0adbd9d09.jpg?1782719707,488,680,0.71765,trimmed,,raw,232.6,232.83,234.48,233.3,1.88,17.45,True,white,239.21,239.24,241.03,239.82,1.82,5.24,4760,216.71,217.6,218.52,217.61,1.81,62.86,4760,237.06,237.06,239.01,237.71,1.95,0.81,3410,237.43,237.43,239.38,238.08,1.95,0.91,3410
scryfall,white,Unholy Strength,7ed,168,0030407c-9aa0-49ad-b2d6-cde0adbd9d09,,,sample,https://cards.scryfall.io/normal/front/0/0/0030407c-9aa0-49ad-b2d6-cde0adbd9d09.jpg?1782719707,488,680,0.71765,trimmed,,production,237.09,237.07,239.01,237.72,1.94,0.84,True,white,236.79,236.79,238.73,237.44,1.94,0.89,1022,237.41,237.39,239.25,238.02,1.86,0.66,1533,,,,,,,0,237.06,237.04,239.06,237.72,2.02,0.95,377
scryfall,white,Unholy Strength,7ed,168,0030407c-9aa0-49ad-b2d6-cde0adbd9d09,,,sample,https://cards.scryfall.io/normal/front/0/0/0030407c-9aa0-49ad-b2d6-cde0adbd9d09.jpg?1782719707,488,680,0.71765,trimmed,,cardspace,232.6,232.83,234.48,233.3,1.88,17.45,True,white,239.21,239.24,241.03,239.82,1.82,5.24,4760,216.71,217.6,218.52,217.61,1.81,62.86,4760,237.06,237.06,239.01,237.71,1.95,0.81,3410,237.43,237.43,239.38,238.08,1.95,0.91,3410
scryfall,white,Staunch Defenders,6ed,45,00d2c54f-a1f4-4015-a4f3-8cd360fa466d,,,sample,https://cards.scryfall.io/normal/front/0/0/00d2c54f-a1f4-4015-a4f3-8cd360fa466d.jpg?1782720530,488,680,0.71765,trimmed,,raw,233.68,233.2,234.51,233.8,1.3,12.73,True,white,239.38,239.28,241.2,239.95,1.91,5.16,4760,220.51,218.69,218.11,219.1,2.39,43.98,4760,237.25,237.25,239.18,237.89,1.92,0.82,3410,237.59,237.59,239.54,238.24,1.95,0.94,3410
scryfall,white,Staunch Defenders,6ed,45,00d2c54f-a1f4-4015-a4f3-8cd360fa466d,,,sample,https://cards.scryfall.io/normal/front/0/0/00d2c54f-a1f4-4015-a4f3-8cd360fa466d.jpg?1782720530,488,680,0.71765,trimmed,,production,236.74,236.73,237.69,237.05,0.96,0.99,True,white,236.33,236.33,236.46,236.37,0.13,1.03,1022,237.32,237.3,238.98,237.86,1.68,0.78,1533,,,,,,,0,236.57,236.57,237.63,236.92,1.07,1.14,377
scryfall,white,Staunch Defenders,6ed,45,00d2c54f-a1f4-4015-a4f3-8cd360fa466d,,,sample,https://cards.scryfall.io/normal/front/0/0/00d2c54f-a1f4-4015-a4f3-8cd360fa466d.jpg?1782720530,488,680,0.71765,trimmed,,cardspace,233.68,233.2,234.51,233.8,1.3,12.73,True,white,239.38,239.28,241.2,239.95,1.91,5.16,4760,220.51,218.69,218.11,219.1,2.39,43.98,4760,237.25,237.25,239.18,237.89,1.92,0.82,3410,237.59,237.59,239.54,238.24,1.95,0.94,3410
scryfall,white,Web,3ed,229,00012bd8-ed68-4978-a22d-f450c8a6e048,,,sample,https://cards.scryfall.io/normal/front/0/0/00012bd8-ed68-4978-a22d-f450c8a6e048.jpg?1782722422,488,680,0.71765,trimmed,,raw,223.47,224.14,224.81,224.14,1.34,34.76,False,borderless,219.97,221.25,220.19,220.47,1.29,57.73,4760,199.35,200.76,200.61,200.24,1.4,79.7,4760,237.08,237.08,239.01,237.72,1.93,0.78,3410,237.47,237.47,239.42,238.12,1.95,0.81,3410
scryfall,white,Web,3ed,229,00012bd8-ed68-4978-a22d-f450c8a6e048,,,sample,https://cards.scryfall.io/normal/front/0/0/00012bd8-ed68-4978-a22d-f450c8a6e048.jpg?1782722422,488,680,0.71765,trimmed,,production,237.09,237.07,239.01,237.72,1.94,0.84,True,white,236.79,236.79,238.73,237.44,1.94,0.89,1022,237.41,237.39,239.25,238.02,1.86,0.66,1533,,,,,,,0,237.06,237.04,239.06,237.72,2.02,0.95,377
scryfall,white,Web,3ed,229,00012bd8-ed68-4978-a22d-f450c8a6e048,,,sample,https://cards.scryfall.io/normal/front/0/0/00012bd8-ed68-4978-a22d-f450c8a6e048.jpg?1782722422,488,680,0.71765,trimmed,,cardspace,223.47,224.14,224.81,224.14,1.34,34.76,False,borderless,219.97,221.25,220.19,220.47,1.29,57.73,4760,199.35,200.76,200.61,200.24,1.4,79.7,4760,237.08,237.08,239.01,237.72,1.93,0.78,3410,237.47,237.47,239.42,238.12,1.95,0.81,3410
scryfall,white,Disintegrate,sum,142,00b016d7-e7ac-4958-b21e-82324b001369,,,sample,https://cards.scryfall.io/normal/front/0/0/00b016d7-e7ac-4958-b21e-82324b001369.jpg?1782722176,488,680,0.71765,trimmed,,raw,181.33,164.59,163.08,169.67,18.25,75.14,False,borderless,143.39,127.29,127.52,132.73,16.1,98.11,4760,177.54,133.94,135.66,149.04,43.6,68.02,4760,224.68,217.96,211.33,217.99,13.36,39.21,3410,179.73,179.17,177.82,178.91,1.9,95.23,3410
scryfall,white,Disintegrate,sum,142,00b016d7-e7ac-4958-b21e-82324b001369,,,sample,https://cards.scryfall.io/normal/front/0/0/00b016d7-e7ac-4958-b21e-82324b001369.jpg?1782722176,488,680,0.71765,trimmed,,production,236.83,235.99,233.99,235.6,2.84,1.81,True,white,236.27,235.27,233.27,234.93,3.0,1.85,1022,237.3,236.31,234.33,235.98,2.97,1.51,1533,,,,,,,0,236.93,236.38,234.38,235.9,2.54,2.08,377
scryfall,white,Disintegrate,sum,142,00b016d7-e7ac-4958-b21e-82324b001369,,,sample,https://cards.scryfall.io/normal/front/0/0/00b016d7-e7ac-4958-b21e-82324b001369.jpg?1782722176,488,680,0.71765,trimmed,,cardspace,181.33,164.59,163.08,169.67,18.25,75.14,False,borderless,143.39,127.29,127.52,132.73,16.1,98.11,4760,177.54,133.94,135.66,149.04,43.6,68.02,4760,224.68,217.96,211.33,217.99,13.36,39.21,3410,179.73,179.17,177.82,178.91,1.9,95.23,3410
scryfall,white,Mountain,2ed,298,005a993c-5111-4364-9fba-75b3d94a8296,,,sample,https://cards.scryfall.io/normal/front/0/0/005a993c-5111-4364-9fba-75b3d94a8296.jpg?1782722614,488,680,0.71765,trimmed,,raw,224.14,223.8,224.97,224.3,1.17,33.64,False,borderless,220.81,220.91,221.5,221.07,0.68,56.02,4760,201.17,199.68,199.89,200.25,1.49,76.94,4760,237.09,237.09,239.02,237.74,1.93,0.79,3410,237.5,237.5,239.45,238.15,1.95,0.8,3410
scryfall,white,Mountain,2ed,298,005a993c-5111-4364-9fba-75b3d94a8296,,,sample,https://cards.scryfall.io/normal/front/0/0/005a993c-5111-4364-9fba-75b3d94a8296.jpg?1782722614,488,680,0.71765,trimmed,,production,237.09,237.07,239.01,237.72,1.94,0.84,True,white,236.79,236.79,238.73,237.44,1.94,0.89,1022,237.41,237.39,239.25,238.02,1.86,0.66,1533,,,,,,,0,237.06,237.04,239.06,237.72,2.02,0.95,377
scryfall,white,Mountain,2ed,298,005a993c-5111-4364-9fba-75b3d94a8296,,,sample,https://cards.scryfall.io/normal/front/0/0/005a993c-5111-4364-9fba-75b3d94a8296.jpg?1782722614,488,680,0.71765,trimmed,,cardspace,224.14,223.8,224.97,224.3,1.17,33.64,False,borderless,220.81,220.91,221.5,221.07,0.68,56.02,4760,201.17,199.68,199.89,200.25,1.49,76.94,4760,237.09,237.09,239.02,237.74,1.93,0.79,3410,237.5,237.5,239.45,238.15,1.95,0.8,3410
scryfall,white,"Lady Zhurong, Warrior Queen",ptk,139,009661e7-c704-43a1-82e3-7da0b609844e,,,sample,https://cards.scryfall.io/normal/front/0/0/009661e7-c704-43a1-82e3-7da0b609844e.jpg?1782754990,488,680,0.71765,trimmed,,raw,233.95,233.98,235.69,234.54,1.74,14.6,True,white,239.17,239.15,240.92,239.75,1.77,5.22,4760,222.11,222.26,223.42,222.6,1.31,51.45,4760,237.1,237.1,239.05,237.75,1.95,0.81,3410,237.43,237.43,239.38,238.08,1.95,0.92,3410
scryfall,white,"Lady Zhurong, Warrior Queen",ptk,139,009661e7-c704-43a1-82e3-7da0b609844e,,,sample,https://cards.scryfall.io/normal/front/0/0/009661e7-c704-43a1-82e3-7da0b609844e.jpg?1782754990,488,680,0.71765,trimmed,,production,237.09,237.07,239.01,237.72,1.94,0.84,True,white,236.79,236.79,238.73,237.44,1.94,0.89,1022,237.41,237.39,239.25,238.02,1.86,0.66,1533,,,,,,,0,237.06,237.04,239.06,237.72,2.02,0.95,377
scryfall,white,"Lady Zhurong, Warrior Queen",ptk,139,009661e7-c704-43a1-82e3-7da0b609844e,,,sample,https://cards.scryfall.io/normal/front/0/0/009661e7-c704-43a1-82e3-7da0b609844e.jpg?1782754990,488,680,0.71765,trimmed,,cardspace,233.95,233.98,235.69,234.54,1.74,14.6,True,white,239.17,239.15,240.92,239.75,1.77,5.22,4760,222.11,222.26,223.42,222.6,1.31,51.45,4760,237.1,237.1,239.05,237.75,1.95,0.81,3410,237.43,237.43,239.38,238.08,1.95,0.92,3410
scryfall,white,Wind Drake,s99,61,028f2d5e-fc67-4c7d-9702-2a71fa50e282,,,sample,https://cards.scryfall.io/normal/front/0/2/028f2d5e-fc67-4c7d-9702-2a71fa50e282.jpg?1782754927,488,680,0.71765,trimmed,,raw,232.98,233.29,234.85,233.71,1.87,15.1,True,white,239.2,239.18,240.98,239.79,1.8,5.23,4760,218.21,219.45,220.0,219.22,1.79,53.5,4760,237.09,237.09,239.04,237.74,1.95,0.8,3410,237.45,237.44,239.39,238.09,1.95,0.88,3410
scryfall,white,Wind Drake,s99,61,028f2d5e-fc67-4c7d-9702-2a71fa50e282,,,sample,https://cards.scryfall.io/normal/front/0/2/028f2d5e-fc67-4c7d-9702-2a71fa50e282.jpg?1782754927,488,680,0.71765,trimmed,,production,237.09,237.07,239.01,237.72,1.94,0.84,True,white,236.79,236.79,238.73,237.44,1.94,0.89,1022,237.41,237.39,239.25,238.02,1.86,0.66,1533,,,,,,,0,237.06,237.04,239.06,237.72,2.02,0.95,377
scryfall,white,Wind Drake,s99,61,028f2d5e-fc67-4c7d-9702-2a71fa50e282,,,sample,https://cards.scryfall.io/normal/front/0/2/028f2d5e-fc67-4c7d-9702-2a71fa50e282.jpg?1782754927,488,680,0.71765,trimmed,,cardspace,232.98,233.29,234.85,233.71,1.87,15.1,True,white,239.2,239.18,240.98,239.79,1.8,5.23,4760,218.21,219.45,220.0,219.22,1.79,53.5,4760,237.09,237.09,239.04,237.74,1.95,0.8,3410,237.45,237.44,239.39,238.09,1.95,0.88,3410
scryfall,borderless,"Narset, Parter of Veils",sld,1141,000db964-719d-4532-9225-35658565b35d,,,sample,https://cards.scryfall.io/normal/front/0/0/000db964-719d-4532-9225-35658565b35d.jpg?1782736412,488,680,0.71765,trimmed,,raw,91.01,140.09,167.69,132.93,76.68,41.75,False,borderless,122.71,181.27,211.55,171.84,88.84,41.94,4760,127.46,185.34,213.33,175.38,85.87,55.31,4760,62.13,136.02,184.7,127.62,122.56,38.91,3410,51.74,57.74,61.19,56.89,9.45,30.83,3410
scryfall,borderless,"Narset, Parter of Veils",sld,1141,000db964-719d-4532-9225-35658565b35d,,,sample,https://cards.scryfall.io/normal/front/0/0/000db964-719d-4532-9225-35658565b35d.jpg?1782736412,488,680,0.71765,trimmed,,production,80.75,116.47,136.45,111.22,55.7,34.51,False,borderless,99.62,149.76,178.29,142.56,78.67,46.54,1022,106.91,160.0,187.94,151.62,81.04,55.98,1533,,,,,,,0,35.71,39.64,43.11,39.49,7.41,0.99,377
scryfall,borderless,"Narset, Parter of Veils",sld,1141,000db964-719d-4532-9225-35658565b35d,,,sample,https://cards.scryfall.io/normal/front/0/0/000db964-719d-4532-9225-35658565b35d.jpg?1782736412,488,680,0.71765,trimmed,,cardspace,91.01,140.09,167.69,132.93,76.68,41.75,False,borderless,122.71,181.27,211.55,171.84,88.84,41.94,4760,127.46,185.34,213.33,175.38,85.87,55.31,4760,62.13,136.02,184.7,127.62,122.56,38.91,3410,51.74,57.74,61.19,56.89,9.45,30.83,3410
scryfall,borderless,Royal Treatment,soa,56,009bad41-5e96-4bb3-9f5e-66500fb8af29,,,sample,https://cards.scryfall.io/normal/front/0/0/009bad41-5e96-4bb3-9f5e-66500fb8af29.jpg?1782683392,488,680,0.71765,trimmed,,raw,107.39,116.86,77.41,100.55,39.45,74.49,False,borderless,135.76,153.64,100.12,129.84,53.51,81.7,4760,137.92,155.07,103.66,132.22,51.41,82.81,4760,133.41,141.67,89.09,121.39,52.59,104.68,3410,22.46,17.04,16.77,18.76,5.69,28.79,3410
scryfall,borderless,Royal Treatment,soa,56,009bad41-5e96-4bb3-9f5e-66500fb8af29,,,sample,https://cards.scryfall.io/normal/front/0/0/009bad41-5e96-4bb3-9f5e-66500fb8af29.jpg?1782683392,488,680,0.71765,trimmed,,production,102.9,110.06,84.76,99.24,25.3,39.87,False,borderless,143.47,157.03,119.14,139.88,37.89,59.78,1022,147.23,161.14,123.14,143.84,38.0,59.82,1533,,,,,,,0,18,12,12,14.0,6,0.0,377
scryfall,borderless,Royal Treatment,soa,56,009bad41-5e96-4bb3-9f5e-66500fb8af29,,,sample,https://cards.scryfall.io/normal/front/0/0/009bad41-5e96-4bb3-9f5e-66500fb8af29.jpg?1782683392,488,680,0.71765,trimmed,,cardspace,107.39,116.86,77.41,100.55,39.45,74.49,False,borderless,135.76,153.64,100.12,129.84,53.51,81.7,4760,137.92,155.07,103.66,132.22,51.41,82.81,4760,133.41,141.67,89.09,121.39,52.59,104.68,3410,22.46,17.04,16.77,18.76,5.69,28.79,3410
scryfall,borderless,Eldrazi Temple,eos,14,010abd40-3f9c-44bc-8570-d539750c3cd7,,,sample,https://cards.scryfall.io/normal/front/0/1/010abd40-3f9c-44bc-8570-d539750c3cd7.jpg?1782685293,488,680,0.71765,trimmed,,raw,83.45,62.18,75.7,73.78,21.27,46.69,False,borderless,120.54,93.59,109.46,107.86,26.95,77.09,4760,168.4,101.63,117.61,129.21,66.78,59.36,4760,23.15,37.34,59.74,40.08,36.59,22.68,3410,21.71,16.16,15.98,17.95,5.73,27.62,3410
scryfall,borderless,Eldrazi Temple,eos,14,010abd40-3f9c-44bc-8570-d539750c3cd7,,,sample,https://cards.scryfall.io/normal/front/0/1/010abd40-3f9c-44bc-8570-d539750c3cd7.jpg?1782685293,488,680,0.71765,trimmed,,production,94.9,65.86,74.41,78.39,29.05,44.16,False,borderless,107.58,87.62,98.4,97.86,19.95,72.61,1022,159.13,97.95,112.84,123.31,61.18,59.88,1533,,,,,,,0,18,12,12,14.0,6,0.0,377
scryfall,borderless,Eldrazi Temple,eos,14,010abd40-3f9c-44bc-8570-d539750c3cd7,,,sample,https://cards.scryfall.io/normal/front/0/1/010abd40-3f9c-44bc-8570-d539750c3cd7.jpg?1782685293,488,680,0.71765,trimmed,,cardspace,83.45,62.18,75.7,73.78,21.27,46.69,False,borderless,120.54,93.59,109.46,107.86,26.95,77.09,4760,168.4,101.63,117.61,129.21,66.78,59.36,4760,23.15,37.34,59.74,40.08,36.59,22.68,3410,21.71,16.16,15.98,17.95,5.73,27.62,3410
scryfall,borderless,"Faramir, Field Commander",ltr,303,008b953a-da2b-4c30-9424-6d6e3e938251,,,sample,https://cards.scryfall.io/normal/front/0/0/008b953a-da2b-4c30-9424-6d6e3e938251.jpg?1782701378,488,680,0.71765,trimmed,,raw,110.98,105.98,90.94,102.63,20.04,34.83,False,borderless,138.56,131.75,111.84,127.38,26.72,25.1,4760,139.08,132.17,112.25,127.83,26.83,22.84,4760,157.45,150.85,130.17,146.16,27.28,57.29,3410,8.82,9.14,9.52,9.16,0.69,34.09,3410
scryfall,borderless,"Faramir, Field Commander",ltr,303,008b953a-da2b-4c30-9424-6d6e3e938251,,,sample,https://cards.scryfall.io/normal/front/0/0/008b953a-da2b-4c30-9424-6d6e3e938251.jpg?1782701378,488,680,0.71765,trimmed,,production,77.81,73.85,62.77,71.48,15.04,32.88,False,borderless,117.44,111.51,94.75,107.9,22.69,50.03,1022,115.98,110.06,93.56,106.53,22.41,48.62,1533,,,,,,,0,0,0,0,0.0,0,0.0,377
scryfall,borderless,"Faramir, Field Commander",ltr,303,008b953a-da2b-4c30-9424-6d6e3e938251,,,sample,https://cards.scryfall.io/normal/front/0/0/008b953a-da2b-4c30-9424-6d6e3e938251.jpg?1782701378,488,680,0.71765,trimmed,,cardspace,110.98,105.98,90.94,102.63,20.04,34.83,False,borderless,138.56,131.75,111.84,127.38,26.72,25.1,4760,139.08,132.17,112.25,127.83,26.83,22.84,4760,157.45,150.85,130.17,146.16,27.28,57.29,3410,8.82,9.14,9.52,9.16,0.69,34.09,3410
scryfall,borderless,Thorn of Amethyst,ltc,386z,008a3241-df86-4d80-88f9-912b0363d030,,,sample,https://cards.scryfall.io/normal/front/0/0/008a3241-df86-4d80-88f9-912b0363d030.jpg?1782696697,488,680,0.71765,trimmed,,raw,41.16,33.37,35.94,36.82,7.79,24.59,False,borderless,38.18,32.48,31.75,34.14,6.43,10.1,4760,40.93,36.32,24.36,33.87,16.57,16.07,4760,72.31,52.48,76.33,67.04,23.85,34.5,3410,13.2,12.19,11.32,12.24,1.88,37.7,3410
scryfall,borderless,Thorn of Amethyst,ltc,386z,008a3241-df86-4d80-88f9-912b0363d030,,,sample,https://cards.scryfall.io/normal/front/0/0/008a3241-df86-4d80-88f9-912b0363d030.jpg?1782696697,488,680,0.71765,trimmed,,production,22.61,19.9,16.39,19.64,6.22,13.53,True,black,30.16,25.68,26.34,27.39,4.48,16.79,1022,36.68,33.03,21.84,30.52,14.85,23.81,1533,,,,,,,0,1,1,1,1.0,0,0.0,377
scryfall,borderless,Thorn of Amethyst,ltc,386z,008a3241-df86-4d80-88f9-912b0363d030,,,sample,https://cards.scryfall.io/normal/front/0/0/008a3241-df86-4d80-88f9-912b0363d030.jpg?1782696697,488,680,0.71765,trimmed,,cardspace,41.16,33.37,35.94,36.82,7.79,24.59,False,borderless,38.18,32.48,31.75,34.14,6.43,10.1,4760,40.93,36.32,24.36,33.87,16.57,16.07,4760,72.31,52.48,76.33,67.04,23.85,34.5,3410,13.2,12.19,11.32,12.24,1.88,37.7,3410
scryfall,borderless,"Toski, Bearer of Secrets",spg,60,0153d1ad-c8ee-42ff-a059-b763c2cfb7be,,,sample,https://cards.scryfall.io/normal/front/0/1/0153d1ad-c8ee-42ff-a059-b763c2cfb7be.jpg?1782689985,488,680,0.71765,trimmed,,raw,85.09,79.08,80.69,81.62,6.01,46.59,False,borderless,122.09,115.69,120.49,119.42,6.4,62.84,4760,91.32,77.58,76.05,81.65,15.27,50.09,4760,119.14,115.23,118.36,117.58,3.91,41.38,3410,7.84,7.84,7.84,7.84,0.0,32.04,3410
scryfall,borderless,"Toski, Bearer of Secrets",spg,60,0153d1ad-c8ee-42ff-a059-b763c2cfb7be,,,sample,https://cards.scryfall.io/normal/front/0/1/0153d1ad-c8ee-42ff-a059-b763c2cfb7be.jpg?1782689985,488,680,0.71765,trimmed,,production,65.36,58.37,59.55,61.09,6.99,40.61,False,borderless,112.66,105.36,110.3,109.44,7.29,70.8,1022,83.41,69.74,68.34,73.83,15.07,51.03,1533,,,,,,,0,0,0,0,0.0,0,0.0,377
scryfall,borderless,"Toski, Bearer of Secrets",spg,60,0153d1ad-c8ee-42ff-a059-b763c2cfb7be,,,sample,https://cards.scryfall.io/normal/front/0/1/0153d1ad-c8ee-42ff-a059-b763c2cfb7be.jpg?1782689985,488,680,0.71765,trimmed,,cardspace,85.09,79.08,80.69,81.62,6.01,46.59,False,borderless,122.09,115.69,120.49,119.42,6.4,62.84,4760,91.32,77.58,76.05,81.65,15.27,50.09,4760,119.14,115.23,118.36,117.58,3.91,41.38,3410,7.84,7.84,7.84,7.84,0.0,32.04,3410
scryfall,borderless,Blasphemous Edict,fdn,382,01e35e15-9456-46eb-b6be-5faab05185b2,,,sample,https://cards.scryfall.io/normal/front/0/1/01e35e15-9456-46eb-b6be-5faab05185b2.jpg?1782688938,488,680,0.71765,trimmed,,raw,75.4,80.47,85.2,80.36,9.8,24.16,False,borderless,99.26,104.06,105.46,102.93,6.19,29.07,4760,102.56,106.28,115.74,108.19,13.19,28.36,4760,78.87,89.38,102.26,90.17,23.39,13.21,3410,20.93,22.14,17.35,20.14,4.79,26.02,3410
scryfall,borderless,Blasphemous Edict,fdn,382,01e35e15-9456-46eb-b6be-5faab05185b2,,,sample,https://cards.scryfall.io/normal/front/0/1/01e35e15-9456-46eb-b6be-5faab05185b2.jpg?1782688938,488,680,0.71765,trimmed,,production,71.29,76.56,80.26,76.04,8.98,22.62,False,borderless,90.78,92.81,99.75,94.45,8.97,30.9,1022,97.95,108.3,116.98,107.74,19.02,32.61,1533,,,,,,,0,25.12,28.57,24.06,25.92,4.51,4.34,377
scryfall,borderless,Blasphemous Edict,fdn,382,01e35e15-9456-46eb-b6be-5faab05185b2,,,sample,https://cards.scryfall.io/normal/front/0/1/01e35e15-9456-46eb-b6be-5faab05185b2.jpg?1782688938,488,680,0.71765,trimmed,,cardspace,75.4,80.47,85.2,80.36,9.8,24.16,False,borderless,99.26,104.06,105.46,102.93,6.19,29.07,4760,102.56,106.28,115.74,108.19,13.19,28.36,4760,78.87,89.38,102.26,90.17,23.39,13.21,3410,20.93,22.14,17.35,20.14,4.79,26.02,3410
scryfall,borderless,Weather the Storm,sta,58,02f960f2-1324-4d48-bab7-c46b836a8907,,,sample,https://cards.scryfall.io/normal/front/0/2/02f960f2-1324-4d48-bab7-c46b836a8907.jpg?1782705018,488,680,0.71765,trimmed,,raw,77.05,80.9,71.06,76.34,9.85,69.05,False,borderless,45.03,53.45,62.28,53.59,17.25,59.0,4760,47.67,61.1,69.43,59.4,21.76,54.06,4760,162.78,155.26,100.94,139.66,61.84,86.85,3410,52.74,53.8,51.57,52.7,2.23,76.29,3410
scryfall,borderless,Weather the Storm,sta,58,02f960f2-1324-4d48-bab7-c46b836a8907,,,sample,https://cards.scryfall.io/normal/front/0/2/02f960f2-1324-4d48-bab7-c46b836a8907.jpg?1782705018,488,680,0.71765,trimmed,,production,29.8,38.45,51.2,39.81,21.4,11.42,True,black,38.86,50.65,68.09,52.53,29.23,16.29,1022,37.29,49.39,74.49,53.72,37.2,14.57,1533,,,,,,,0,13.24,15.31,11.01,13.18,4.3,3.4,377
scryfall,borderless,Weather the Storm,sta,58,02f960f2-1324-4d48-bab7-c46b836a8907,,,sample,https://cards.scryfall.io/normal/front/0/2/02f960f2-1324-4d48-bab7-c46b836a8907.jpg?1782705018,488,680,0.71765,trimmed,,cardspace,77.05,80.9,71.06,76.34,9.85,69.05,False,borderless,45.03,53.45,62.28,53.59,17.25,59.0,4760,47.67,61.1,69.43,59.4,21.76,54.06,4760,162.78,155.26,100.94,139.66,61.84,86.85,3410,52.74,53.8,51.57,52.7,2.23,76.29,3410
scryfall,borderless,Hulldrifter,dft,300,0279171d-1623-438c-b796-d294c6675604,,,sample,https://cards.scryfall.io/normal/front/0/2/0279171d-1623-438c-b796-d294c6675604.jpg?1782687710,488,680,0.71765,trimmed,,raw,73.67,108.69,108.44,96.93,35.02,67.49,False,borderless,116.97,136.86,117.71,123.85,19.89,91.26,4760,84.06,129.58,127.35,113.66,45.51,77.96,4760,70.65,150.8,171.35,130.93,100.7,71.53,3410,23.0,17.54,17.34,19.29,5.67,29.22,3410
scryfall,borderless,Hulldrifter,dft,300,0279171d-1623-438c-b796-d294c6675604,,,sample,https://cards.scryfall.io/normal/front/0/2/0279171d-1623-438c-b796-d294c6675604.jpg?1782687710,488,680,0.71765,trimmed,,production,78.62,96.69,85.11,86.81,18.07,59.3,False,borderless,124.48,146.52,123.83,131.61,22.69,88.97,1022,93.38,131.55,119.49,114.8,38.17,88.93,1533,,,,,,,0,18,12,12,14.0,6,0.0,377
scryfall,borderless,Hulldrifter,dft,300,0279171d-1623-438c-b796-d294c6675604,,,sample,https://cards.scryfall.io/normal/front/0/2/0279171d-1623-438c-b796-d294c6675604.jpg?1782687710,488,680,0.71765,trimmed,,cardspace,73.67,108.69,108.44,96.93,35.02,67.49,False,borderless,116.97,136.86,117.71,123.85,19.89,91.26,4760,84.06,129.58,127.35,113.66,45.51,77.96,4760,70.65,150.8,171.35,130.93,100.7,71.53,3410,23.0,17.54,17.34,19.29,5.67,29.22,3410
scryfall,borderless,"Vraan, Executioner Thane",one,309,013d279e-8350-4baf-9aa8-3c6f7b7ae444,,,sample,https://cards.scryfall.io/normal/front/0/1/013d279e-8350-4baf-9aa8-3c6f7b7ae444.jpg?1782698241,488,680,0.71765,trimmed,,raw,174.4,174.69,179.64,176.24,5.24,32.8,False,borderless,239.78,238.99,246.99,241.92,8.0,20.65,4760,239.38,239.92,248.33,242.54,8.95,13.06,4760,197.01,197.2,206.79,200.33,9.78,58.9,3410,21.42,22.65,16.45,20.17,6.2,38.61,3410
scryfall,borderless,"Vraan, Executioner Thane",one,309,013d279e-8350-4baf-9aa8-3c6f7b7ae444,,,sample,https://cards.scryfall.io/normal/front/0/1/013d279e-8350-4baf-9aa8-3c6f7b7ae444.jpg?1782698241,488,680,0.71765,trimmed,,production,151.14,152.35,153.37,152.28,2.23,47.6,False,borderless,221.03,221.17,225.96,222.72,4.93,64.81,1022,209.88,211.58,218.37,213.28,8.48,71.34,1533,,,,,,,0,22.5,24.29,15.78,20.86,8.52,6.63,377
scryfall,borderless,"Vraan, Executioner Thane",one,309,013d279e-8350-4baf-9aa8-3c6f7b7ae444,,,sample,https://cards.scryfall.io/normal/front/0/1/013d279e-8350-4baf-9aa8-3c6f7b7ae444.jpg?1782698241,488,680,0.71765,trimmed,,cardspace,174.4,174.69,179.64,176.24,5.24,32.8,False,borderless,239.78,238.99,246.99,241.92,8.0,20.65,4760,239.38,239.92,248.33,242.54,8.95,13.06,4760,197.01,197.2,206.79,200.33,9.78,58.9,3410,21.42,22.65,16.45,20.17,6.2,38.61,3410
scryfall,borderless,Aerith Gainsborough,fin,519,024a8033-fb41-40a4-b71d-0aa533e0f378,,,sample,https://cards.scryfall.io/normal/front/0/2/024a8033-fb41-40a4-b71d-0aa533e0f378.jpg?1782686167,488,680,0.71765,trimmed,,raw,154.68,167.02,141.37,154.36,25.65,36.8,False,borderless,183.53,204.51,163.71,183.92,40.79,45.89,4760,198.34,224.26,177.49,200.03,46.78,9.65,4760,213.88,221.65,206.9,214.14,14.75,61.12,3410,22.97,17.65,17.37,19.33,5.59,30.54,3410
